City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code,z_score
Elmira,42.0,Helen Wasserman,Corporate,0.03,1,2012-09-11,44487,Critical,37,0.81,Office Supplies,Small Box,Eldon® Gobal File Keepers,Storage & Organization,-92.87,East,6287,558.77,2012-09-13,Regular Air,4.53,New York,15.14,14901,-0.3395156169732544
Prescott,42.0,Cindy Stewart,Corporate,0.01,1,2012-09-11,12099,Critical,48,0.39,Office Supplies,Wrap Bag,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Paper,128.28,West,1680,308.81,2012-09-13,Regular Air,1.02,Arizona,6.35,86301,-0.40924263474759764
Augusta,42.0,Darrin Sayre,Consumer,0.08,1,2012-09-12,49891,Not Specified,19,0.36,Office Supplies,Small Box,Avery 508,Labels,35.5,East,6980,88.4,2012-09-12,Regular Air,0.5,Maine,4.91,4330,-0.4707266001326312
Watauga,42.0,Amy Cox,Small Business,0.01,1,2012-09-12,38145,Not Specified,8,0.68,Furniture,Wrap Bag,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Office Furnishings,190.6,Central,5365,387.17,2012-09-13,Regular Air,4.8,Texas,45.98,76148,-0.38738390089899166
Channelview,42.0,Eugene Hildebrand,Home Office,0.06,1,2012-09-12,41221,Critical,4,0.81,Office Supplies,Large Box,Carina Double Wide Media Storage Towers in Natural & Black,Storage & Organization,-218.77,Central,5815,345.57,2012-09-13,Regular Air,35.0,Texas,80.98,77530,-0.3989883333658371
Wilmington,42.0,Darrin Sayre,Consumer,0.0,1,2012-09-12,49891,Not Specified,40,0.39,Office Supplies,Small Box,Avery Hanging File Binders,Binders and Binder Accessories,80.733,East,6981,259.83,2012-09-14,Regular Air,1.49,MA,5.98,1887,-0.422905738166494
Mankato,42.0,Sally Matthias,Home Office,0.0,1,2012-09-12,1313,Critical,34,0.39,Office Supplies,Small Box,Xerox 1973,Paper,-83.75,Central,198,840.07,2012-09-14,Regular Air,16.92,Minnesota,22.84,56001,-0.26104622147028284
Watauga,42.0,Amy Cox,Small Business,0.07,1,2012-09-12,38145,Not Specified,33,0.37,Office Supplies,Small Box,Staples® General Use 3-Ring Binders,Binders and Binder Accessories,-17.204,Central,5364,60.92,2012-09-14,Regular Air,1.49,Texas,1.88,76148,-0.4783922204256339
Athens,42.0,Patrick Ryan,Corporate,0.01,1,2012-09-12,40928,Low,4,0.85,Technology,Wrap Bag,Accessory4,Telephones and Communication,-420.585,South,5765,292.3405,2012-09-17,Regular Air,0.99,Georgia,85.99,30605,-0.4138368462983839
Grants Pass,42.0,Adam Shillingsburg,Corporate,0.06,1,2012-09-12,9888,Low,48,0.56,Technology,Small Box,TimeportP7382,Telephones and Communication,2568.096,West,1355,8374.132,2012-09-19,Regular Air,8.99,Oregon,205.99,97526,1.840600741991887
Winter Haven,42.0,Nick Radford,Corporate,0.03,1,2012-09-13,46721,Medium,17,0.36,Office Supplies,Small Box,GBC Plastic Binding Combs,Binders and Binder Accessories,-129.559,South,6567,142.94,2012-09-14,Regular Air,11.51,Florida,7.38,33881,-0.4555125196821084
Winter Haven,43.0,Nick Radford,Corporate,0.05,1,2012-09-13,46721,Medium,35,0.37,Office Supplies,Small Box,Xerox 216,Paper,-133.12,South,6568,240.61,2012-09-14,Regular Air,7.91,Florida,6.48,33881,-0.4282672091283393
Winter Haven,43.0,Nick Radford,Corporate,0.03,1,2012-09-13,46721,Medium,17,0.78,Office Supplies,Small Box,Fellowes Recycled Storage Drawers,Storage & Organization,71.56,South,6569,1912.76,2012-09-14,Regular Air,8.64,Florida,111.03,33881,0.03818355407924608
Salisbury,42.0,Neil Knudson,Corporate,0.04,1,2012-09-13,4772,Critical,28,0.55,Technology,Small Box,i270,Telephones and Communication,214.29,South,684,1560.617,2012-09-14,Regular Air,8.99,North Carolina,65.99,28144,-0.060047687799896804
Rock Hill,42.0,Michael Grace,Corporate,0.02,1,2012-09-13,10528,Medium,47,0.59,Office Supplies,Small Box,Portfile® Personal File Boxes,Storage & Organization,-132.91,South,1460,838.4,2012-09-15,Express Air,9.47,South Carolina,17.7,29730,-0.2615120724851779
Mandan,42.0,Skye Norling,Home Office,0.08,1,2012-09-13,29860,Critical,48,0.55,Office Supplies,Small Box,"Hot File® 7-Pocket, Floor Stand",Storage & Organization,2267.22,Central,4201,8295.29,2012-09-16,Regular Air,19.99,North Dakota,178.47,58554,1.8186075529401802
Sanford,43.0,Debra Catini,Small Business,0.1,1,2012-09-14,7297,High,4,0.6,Furniture,Jumbo Box,Bretford CR8500 Series Meeting Room Furniture,Tables,-969.048366,East,1004,1620.94,2012-09-15,Delivery Truck,76.37,Maine,400.98,4073,-0.043220423864860344
Bennington,43.0,Debra Catini,Small Business,0.03,1,2012-09-14,7297,High,26,0.55,Furniture,Small Box,"Linden® 12"" Wall Clock With Oak Frame",Office Furnishings,-0.74,East,1002,936.95,2012-09-15,Regular Air,19.99,Vermont,33.98,5201,-0.23402128355230248
Conroe,43.0,Jim Mitchum,Consumer,0.08,1,2012-09-14,38080,Not Specified,26,0.38,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,-56.35,Central,5358,125.01,2012-09-15,Regular Air,4.7,Texas,4.98,77301,-0.4605141416564002
Oakton,43.0,Muhammed Yedwab,Consumer,0.0,1,2012-09-14,7269,Medium,29,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,391.185,South,1001,1707.99,2012-09-15,Regular Air,3.99,Virginia,65.99,22124,-0.01893759102257927
Ridgewood,43.0,Debra Catini,Small Business,0.08,1,2012-09-14,7297,High,7,0.55,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,-71.83,East,1003,296.84,2012-09-15,Regular Air,1.99,New Jersey,45.19,7450,-0.412581698608851
Columbia,43.0,Tracy Blumstein,Home Office,0.01,1,2012-09-14,25831,Medium,6,0.56,Technology,Small Box,KF 788,Telephones and Communication,-131.846,South,3620,250.376,2012-09-16,Regular Air,4.99,South Carolina,45.99,29203,-0.425542957025666
Apopka,43.0,Eric Hoffmann,Small Business,0.02,1,2012-09-15,53412,Critical,45,0.64,Furniture,Medium Box,Eldon Advantage® Foldable Chair Mats for Low Pile Carpets,Office Furnishings,375.87,South,7482,2544.73,2012-09-16,Regular Air,11.1,Florida,54.2,32712,0.21447329412906088
Anderson,43.0,Carlos Soltero,Consumer,0.09,1,2012-09-15,35558,Critical,2,0.43,Furniture,Small Box,9-3/4 Diameter Round Wall Clock,Office Furnishings,-22.12,Central,4996,34.88,2012-09-17,Regular Air,8.78,Indiana,13.79,46016,-0.48565614882555347
Rock Springs,43.0,Mick Brown,Consumer,0.0,1,2012-09-15,46437,Medium,49,0.54,Furniture,Small Box,"Seth Thomas 14"" Putty-Colored Wall Clock",Office Furnishings,385.37,West,6526,1488.66,2012-09-17,Regular Air,7.87,Wyoming,29.34,82901,-0.0801202874878005
Bethpage,43.0,Jeremy Farry,Small Business,0.06,1,2012-09-15,44352,Not Specified,25,0.4,Office Supplies,Wrap Bag,Acco® Hot Clips™ Clips to Go,Rubber Bands,8.53,East,6265,81.76,2012-09-17,Regular Air,1.35,New York,3.29,11714,-0.47257884608407
Roseville,43.0,Ed Jacobs,Small Business,0.03,1,2012-09-15,18855,High,31,0.38,Office Supplies,Small Box,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,-127.052,West,2612,229.43,2012-09-18,Regular Air,7.72,California,7.3,95661,-0.4313859003538041
West Mifflin,43.0,Amy Cox,Home Office,0.07,1,2012-09-16,54243,Low,6,0.68,Furniture,Large Box,Laminate Occasional Tables,Tables,-634.7341,East,7582,907.24,2012-09-16,Express Air,69.0,Pennsylvania,154.13,15122,-0.24230896837417695
Warren,43.0,Mark Cousins,Home Office,0.05,1,2012-09-16,27330,Low,8,0.72,Furniture,Medium Box,Eldon Cleatmat® Chair Mats for Medium Pile Carpets,Office Furnishings,-118.54,Central,3834,507.74,2012-09-16,Regular Air,52.2,Michigan,55.5,48093,-0.3537505734343871
Calumet City,43.0,Don Miller,Home Office,0.04,1,2012-09-16,17764,Low,27,0.39,Office Supplies,Small Box,Xerox 1982,Paper,-97.28,Central,2445,644.4,2012-09-16,Regular Air,16.87,Illinois,22.84,60409,-0.31562889696998575
South Lake Tahoe,43.0,Harold Dahlen,Corporate,0.03,1,2012-09-16,43974,Not Specified,8,0.36,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Envelopes,15.83,West,6207,64.23,2012-09-17,Regular Air,1.39,California,7.64,96150,-0.4774688869769498
La Porte,43.0,Philip Brown,Home Office,0.04,1,2012-09-16,34880,High,44,0.37,Office Supplies,Small Box,Xerox 1995,Paper,-62.43,Central,4901,284.38,2012-09-17,Regular Air,5.19,Indiana,6.48,46350,-0.41605744929483396
Harker Heights,43.0,Melanie Page,Corporate,0.08,1,2012-09-16,10371,High,10,0.56,Office Supplies,Small Pack,Acme Galleria® Hot Forged Steel Scissors with Colored Handles,"Scissors, Rulers and Trimmers",-37.6,Central,1438,156.15,2012-09-18,Express Air,7.42,Texas,15.73,76543,-0.4518275544684779
Hesperia,43.0,Dan Campbell,Small Business,0.05,1,2012-09-16,57734,High,26,0.35,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-89.217,West,8093,110.14,2012-09-18,Regular Air,5.41,California,4.24,92345,-0.4646621683578903
Hesperia,43.0,Dan Campbell,Small Business,0.1,1,2012-09-16,57734,High,27,0.35,Office Supplies,Small Box,Brown Kraft Recycled Envelopes,Envelopes,-75.06,West,8094,453.89,2012-09-18,Regular Air,12.39,California,16.98,92345,-0.3687721765194743
Greenville,43.0,Linda Cazamias,Corporate,0.04,1,2012-09-17,29410,Critical,35,0.36,Technology,Medium Box,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Office Machines,1929.58,Central,4145,4186.53,2012-09-17,Regular Air,7.11,Texas,120.97,75401,0.6724578427845127
Columbus,43.0,Ben Ferrer,Corporate,0.08,1,2012-09-17,38915,Medium,12,0.58,Office Supplies,Small Box,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Appliances,-83.65,East,5481,96.73,2012-09-18,Regular Air,9.23,Ohio,7.77,43229,-0.46840292411222684
Columbus,43.0,Ben Ferrer,Corporate,0.07,1,2012-09-17,38915,Medium,34,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,24.39,East,5482,253.6,2012-09-19,Regular Air,4.0,Ohio,7.59,43229,-0.42464361350948554
Bakersfield,43.0,Pete Kriz,Corporate,0.01,1,2012-09-17,31619,Low,9,0.65,Furniture,Wrap Bag,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Office Furnishings,146.51,West,4439,383.23,2012-09-19,Regular Air,9.2,California,39.98,93309,-0.38848297455089964
Port Huron,43.0,Shahid Shariari,Consumer,0.03,1,2012-09-17,41412,Not Specified,47,0.37,Office Supplies,Small Box,3M Organizer Strips,Binders and Binder Accessories,-237.544,Central,5836,263.81,2012-09-19,Regular Air,7.78,Michigan,5.4,48060,-0.42179550640644486
Greenville,43.0,Linda Cazamias,Corporate,0.0,1,2012-09-17,29410,Critical,36,0.6,Technology,Small Box,688,Telephones and Communication,1585.503,Central,4146,6057.27,2012-09-19,Regular Air,4.2,Texas,195.99,75401,1.1943058233861086
Bakersfield,43.0,Pete Kriz,Corporate,0.1,1,2012-09-17,31619,Low,11,0.58,Office Supplies,Small Box,Staples Surge Protector 6 outlet,Appliances,-21.03,West,4438,114.87,2012-09-24,Regular Air,3.99,California,10.98,93309,-0.4633427220701938
Apex,43.0,Denise Monton,Home Office,0.0,1,2012-09-18,18371,Medium,30,0.58,Office Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Pens & Art Supplies,271.45,South,2531,1394.36,2012-09-18,Regular Air,8.99,North Carolina,43.98,27502,-0.10642552743067368
Grapevine,43.0,Linda Cazamias,Corporate,0.1,1,2012-09-18,19204,Medium,27,0.43,Furniture,Small Pack,"Eldon® 400 Class™ Desk Accessories, Black Carbon",Office Furnishings,-80.75,Central,2653,233.92,2012-09-19,Regular Air,8.54,Texas,8.75,76051,-0.43013340271495465
Appleton,43.0,Katrina Bavinger,Consumer,0.01,1,2012-09-18,37254,High,28,0.38,Office Supplies,Small Box,Quality Park Security Envelopes,Envelopes,370.23,Central,5237,739.94,2012-09-19,Regular Air,1.39,Wisconsin,26.17,54915,-0.28897775567473555
Greenville,43.0,Linda Cazamias,Corporate,0.03,1,2012-09-18,19204,Medium,28,0.36,Office Supplies,Small Box,Xerox 1908,Paper,829.73,Central,2654,1642.05,2012-09-20,Regular Air,4.86,Texas,55.98,75401,-0.037331732293343384
Auburn,43.0,Phillina Ober,Small Business,0.01,1,2012-09-18,48385,Medium,16,0.64,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-56.6,West,6790,88.24,2012-09-20,Regular Air,4.62,Washington,4.98,98002,-0.470771232565196
Frisco,43.0,Jonathan Howell,Consumer,0.08,1,2012-09-19,54694,Critical,43,0.36,Office Supplies,Small Box,Letter or Legal Size Expandable Poly String Tie Envelopes,Envelopes,-201.6,Central,7639,112.63,2012-09-19,Regular Air,6.35,Texas,2.66,75034,-0.4639675761261008
Roswell,43.0,Pauline Webber,Consumer,0.05,1,2012-09-19,21831,Not Specified,6,0.39,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,3.84,West,3041,28.39,2012-09-19,Regular Air,0.49,New Mexico,4.98,88201,-0.48746655187146276
Tallahassee,43.0,Toby Knight,Corporate,0.04,1,2012-09-19,54436,High,17,0.54,Technology,Small Pack,"80 Minute CD-R Spindle, 100/Pack - Staples",Computer Peripherals,151.67,South,7605,705.85,2012-09-19,Express Air,1.99,Florida,39.48,32303,-0.29848725333807113
Tualatin,43.0,Clytie Kelty,Small Business,0.08,1,2012-09-19,4645,Critical,30,0.75,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,-45.07,West,659,920.0,2012-09-19,Regular Air,4.0,Oregon,30.73,97062,-0.23874953187713496
Brentwood,43.0,Paul Prost,Corporate,0.03,1,2012-09-19,59238,High,11,0.59,Office Supplies,Small Pack,Sanford 52201 APSCO Electric Pencil Sharpener,Pens & Art Supplies,9.15,South,8296,455.88,2012-09-20,Express Air,8.99,Tennessee,40.97,37027,-0.36821706063944964
North Miami,43.0,Ross Baird,Corporate,0.0,1,2012-09-19,2816,High,35,0.55,Office Supplies,Small Pack,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Pens & Art Supplies,220.04,South,416,787.56,2012-09-20,Regular Air,2.87,Florida,21.98,33161,-0.2756940279326399
Tallahassee,43.0,Toby Knight,Corporate,0.0,1,2012-09-19,54436,High,37,0.77,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,-47.23,South,7606,321.3,2012-09-20,Regular Air,2.83,Florida,8.12,32303,-0.40575851548050873
Carlsbad,43.0,Karl Brown,Home Office,0.06,1,2012-09-19,8320,Not Specified,22,0.37,Office Supplies,Small Box,Xerox 23,Paper,-28.45,West,1141,150.34,2012-09-21,Express Air,5.14,California,6.48,92008,-0.4534482696759869
West Linn,43.0,Clytie Kelty,Small Business,0.05,1,2012-09-19,4645,Critical,7,0.58,Office Supplies,Small Box,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,-8.53,West,660,104.2,2012-09-21,Regular Air,3.5,Oregon,14.56,97068,-0.4663191474168582
West Linn,43.0,Clytie Kelty,Small Business,0.0,1,2012-09-19,4645,Critical,11,0.5,Technology,Large Box,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Copiers and Fax,285.95,West,661,3563.88,2012-09-21,Regular Air,11.64,Oregon,299.99,97068,0.498767941931597
Seymour,43.0,Karl Brown,Home Office,0.02,1,2012-09-19,8320,Not Specified,35,0.75,Technology,Small Box,Fellowes 17-key keypad for PS/2 interface,Computer Peripherals,72.78,East,1142,1142.36,2012-09-22,Regular Air,4.0,Connecticut,30.73,6478,-0.176721608720218
Fairborn,43.0,Jim Kriz,Consumer,0.07,1,2012-09-20,960,Medium,46,0.54,Furniture,Wrap Bag,DAX Wood Document Frame.,Office Furnishings,-22.72,East,150,605.97,2012-09-21,Regular Air,6.85,Ohio,13.73,45324,-0.32634904936664133
Ottumwa,43.0,Christina DeMoss,Home Office,0.02,1,2012-09-20,49059,Medium,5,0.38,Office Supplies,Small Box,Xerox 1891,Paper,32.86,Central,6883,252.66,2012-09-21,Regular Air,5.81,Iowa,48.91,52501,-0.4249058290508036
Murray,43.0,Sung Chung,Home Office,0.04,1,2012-09-20,548,Critical,41,0.37,Office Supplies,Small Box,Avery 481,Labels,36.02,South,87,129.49,2012-09-21,Regular Air,0.99,Kentucky,3.08,42071,-0.45926443354458607
Murray,43.0,Sung Chung,Home Office,0.02,1,2012-09-20,548,Critical,29,0.37,Office Supplies,Small Box,Xerox 1976,Paper,-50.64,South,88,202.95,2012-09-21,Regular Air,5.9,Kentucky,6.48,42071,-0.43877256794327685
Ottumwa,43.0,Christina DeMoss,Home Office,0.09,1,2012-09-20,49059,Medium,48,0.38,Office Supplies,Small Box,Avery 498,Labels,45.51,Central,6882,128.0,2012-09-22,Regular Air,0.5,Iowa,2.89,52501,-0.4596800730728457
Murray,43.0,Sung Chung,Home Office,0.04,1,2012-09-20,548,Critical,26,0.59,Technology,Small Box,V3682,Telephones and Communication,510.489,South,89,2753.1925,2012-09-22,Regular Air,4.2,Kentucky,125.99,42071,0.2726244720886706
Maryville,43.0,Arianne Irving,Corporate,0.09,1,2012-09-21,6020,Medium,23,0.36,Office Supplies,Small Box,Avery 514,Labels,13.71,South,842,66.09,2012-09-23,Regular Air,0.99,Tennessee,2.88,37804,-0.47695003494838417
Merrimack,43.0,Paul Knutson,Corporate,0.05,1,2012-09-21,13378,Low,16,0.55,Office Supplies,Small Pack,Acme Kleencut® Forged Steel Scissors,"Scissors, Rulers and Trimmers",-50.75,East,1859,96.04,2012-09-26,Regular Air,5.3,New Hampshire,5.74,3054,-0.4685954014776625
Vacaville,43.0,Alejandro Savely,Corporate,0.09,1,2012-09-22,41440,High,20,0.36,Office Supplies,Small Box,Avery 493,Labels,37.77,West,5841,92.94,2012-09-23,Regular Air,0.5,California,4.91,95687,-0.46946015485860526
Vacaville,43.0,Alejandro Savely,Corporate,0.01,1,2012-09-22,41440,High,19,0.76,Furniture,Jumbo Box,Hon 94000 Series Round Tables,Tables,173.48,West,5842,6070.96,2012-09-25,Delivery Truck,54.12,California,296.18,95687,1.1981246858974335
Detroit,43.0,Kristina Nunn,Consumer,0.05,1,2012-09-23,49088,Critical,15,0.8,Office Supplies,Large Box,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Storage & Organization,-425.14,Central,6886,4012.58,2012-09-24,Express Air,35.0,Michigan,279.48,48227,0.62393402000548
Bartlett,43.0,Paul Prost,Corporate,0.1,1,2012-09-23,53153,Critical,29,0.57,Office Supplies,Small Box,Fellowes Mighty 8 Compact Surge Protector,Appliances,84.05,South,7452,575.36,2012-09-24,Regular Air,3.99,Tennessee,20.27,38134,-0.3348877916216927
Savannah,43.0,Mitch Willingham,Corporate,0.04,1,2012-09-23,49735,Not Specified,32,0.56,Office Supplies,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Appliances,570.67,South,6954,1929.19,2012-09-24,Regular Air,4.5,Georgia,60.97,31401,0.04276674699824298
Detroit,43.0,Kristina Nunn,Consumer,0.03,1,2012-09-23,49088,Critical,16,0.77,Technology,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",Computer Peripherals,-47.69,Central,6885,130.11,2012-09-24,Regular Air,2.83,Michigan,8.12,48227,-0.45909148286839746
East Lansing,43.0,Kristina Nunn,Consumer,0.06,1,2012-09-23,49088,Critical,31,0.36,Office Supplies,Small Box,Xerox 1893,Paper,214.23,Central,6887,1295.54,2012-09-25,Regular Air,17.48,Michigan,40.99,48823,-0.13399163359350214
Neenah,43.0,Scot Coram,Corporate,0.06,1,2012-09-23,55265,Low,39,0.37,Technology,Wrap Bag,Accessory21,Telephones and Communication,346.14,Central,7709,706.3925,2012-09-28,Regular Air,0.99,Wisconsin,20.99,54956,-0.29833592149640614
Kearney,43.0,Bill Donatelli,Corporate,0.08,1,2012-09-24,28420,Low,2,0.38,Office Supplies,Small Box,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,-0.11,Central,3980,45.64,2012-09-24,Express Air,1.39,Nebraska,15.57,68847,-0.48265461773557133
Highland,43.0,Jim Sink,Corporate,0.0,1,2012-09-24,55138,High,22,0.83,Office Supplies,Large Box,Tennsco Industrial Shelving,Storage & Organization,-628.38,Central,7690,1132.54,2012-09-25,Regular Air,35.0,Indiana,48.91,46322,-0.179460924268882
Channelview,43.0,Eugene Hildebrand,Home Office,0.04,1,2012-09-24,42022,Medium,45,0.38,Office Supplies,Small Box,"Angle-D Binders with Locking Rings, Label Holders",Binders and Binder Accessories,-170.177,Central,5925,338.85,2012-09-25,Regular Air,7.72,Texas,7.3,77530,-0.4008628955335583
Channelview,43.0,Eugene Hildebrand,Home Office,0.06,1,2012-09-24,42022,Medium,11,0.53,Office Supplies,Wrap Bag,Advantus Map Pennant Flags and Round Head Tacks,Rubber Bands,-9.68,Central,5926,43.25,2012-09-25,Regular Air,2.0,Texas,3.95,77530,-0.4833213146970079
Pueblo West,43.0,Cathy Armstrong,Consumer,0.06,1,2012-09-24,29826,Critical,9,0.79,Technology,Small Box,"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Computer Peripherals,-78.13,West,4196,157.63,2012-09-25,Regular Air,4.0,Colorado,17.98,81007,-0.45141470446725357
Marion,43.0,Michelle Arnett,Home Office,0.1,1,2012-09-24,53190,Medium,9,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,-170.533,Central,7457,477.054,2012-09-25,Regular Air,3.99,Iowa,65.99,52302,-0.3623105160949067
New Bern,43.0,Maxwell Schwartz,Corporate,0.07,1,2012-09-24,4583,Medium,44,0.73,Furniture,Jumbo Drum,Novimex Turbo Task Chair,Chairs & Chairmats,-720.2,South,652,3021.64,2012-09-26,Delivery Truck,30.0,North Carolina,70.98,28560,0.3475086279695235
Marion,43.0,Michelle Arnett,Home Office,0.06,1,2012-09-24,53190,Medium,10,0.38,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,74.6385,Central,7456,268.18,2012-09-27,Regular Air,1.49,Iowa,28.53,52302,-0.420576483092019
Woodstock,43.0,Jeremy Lonsdale,Corporate,0.05,1,2012-09-25,28135,Critical,40,0.6,Office Supplies,Small Pack,"Acme® 8"" Straight Scissors","Scissors, Rulers and Trimmers",38.23,Central,3948,501.31,2012-09-25,Regular Air,3.14,Illinois,12.98,60098,-0.3555442393180846
Auburn,43.0,Erin Mull,Small Business,0.06,1,2012-09-25,16133,Critical,16,0.36,Technology,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Office Machines,872.13,South,2233,3083.04,2012-09-25,Delivery Truck,15.59,Alabama,200.97,36830,0.36463632396626167
Loveland,43.0,Barry Blumstein,Small Business,0.01,1,2012-09-25,23136,Not Specified,41,0.57,Furniture,Large Box,"Lifetime Advantage™ Folding Chairs, 4/Carton",Chairs & Chairmats,3039.37,West,3222,9312.52,2012-09-26,Regular Air,18.06,Colorado,218.08,80538,2.102366611551939
Inver Grove Heights,43.0,Roland Black,Small Business,0.08,1,2012-09-25,18754,Not Specified,32,0.56,Technology,Small Box,Talkabout T8367,Telephones and Communication,206.352,Central,2595,1725.0325,2012-09-26,Regular Air,8.99,Minnesota,65.99,55076,-0.0141835395726703
Loveland,43.0,Barry Blumstein,Small Business,0.04,1,2012-09-25,23136,Not Specified,43,0.64,Technology,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Computer Peripherals,-135.16,West,3223,220.47,2012-09-26,Regular Air,4.62,Colorado,4.98,80538,-0.43388531657743235
Inver Grove Heights,43.0,Roland Black,Small Business,0.03,1,2012-09-25,18754,Not Specified,8,0.77,Furniture,Jumbo Box,"Sauder Forest Hills Library, Woodland Oak Finish",Bookcases,-221.5,Central,2594,1217.62,2012-09-27,Delivery Truck,36.09,Minnesota,140.98,55076,-0.1557276282525549
Bloomington,43.0,Matt Abelman,Small Business,0.17,1,2012-09-25,16133,Critical,1,0.58,Furniture,Large Box,Tensor Computer Mounted Lamp,Office Furnishings,-9.13,Central,2234,27.96,2012-09-27,Regular Air,13.56,Minnesota,14.89,55420,-0.48758650153398064
Woodstock,43.0,Jeremy Lonsdale,Corporate,0.08,1,2012-09-25,28135,Critical,37,0.46,Office Supplies,Medium Box,Bionaire Personal Warm Mist Humidifier/Vaporizer,Appliances,520.69,Central,3947,1601.24,2012-09-27,Regular Air,5.1,Illinois,46.89,60098,-0.04871579212440013
Oakland Park,43.0,Sue Ann Reed,Consumer,0.07,1,2012-09-25,12903,Critical,2,0.82,Technology,Wrap Bag,Accessory17,Telephones and Communication,-191.785,South,1805,63.427,2012-09-27,Regular Air,5.0,Florida,35.99,33334,-0.4776928859978844
Annandale,43.0,James Galang,Consumer,0.05,1,2012-09-25,3522,Low,27,0.5,Technology,Small Pack,"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Computer Peripherals,235.88,South,512,812.68,2012-09-27,Regular Air,1.99,Virginia,29.89,22003,-0.2686867360199679
Annandale,43.0,James Galang,Consumer,0.09,1,2012-09-25,3522,Low,33,0.59,Office Supplies,Large Box,Euro Pro Shark Stick Mini Vacuum,Appliances,-991.07,South,511,1935.17,2012-10-02,Regular Air,49.0,Virginia,60.98,22003,0.04443488416535202
West Memphis,43.0,Marc Crier,Corporate,0.03,1,2012-09-26,41542,High,47,0.63,Furniture,Jumbo Box,Bevis 36 x 72 Conference Tables,Tables,-194.83,South,5852,6181.48,2012-09-27,Delivery Truck,51.94,Arkansas,124.49,72301,1.228954538691562
Newnan,43.0,Joseph Holt,Home Office,0.01,1,2012-09-26,19075,Critical,36,0.73,Technology,Small Box,Microsoft Natural Multimedia Keyboard,Computer Peripherals,12.95,South,2636,1841.6,2012-09-27,Regular Air,6.5,Georgia,50.98,30265,0.01833327969605569
Davie,43.0,Jack Garza,Corporate,0.07,1,2012-09-26,20069,Critical,6,0.57,Furniture,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,Office Furnishings,-88.35,South,2781,247.15,2012-09-28,Regular Air,18.98,Florida,40.89,33314,-0.42644285844725355
Kennesaw,43.0,William Brown,Corporate,0.0,1,2012-09-26,31175,Critical,26,0.38,Office Supplies,Small Box,Xerox 1936,Paper,147.08,South,4378,539.66,2012-09-29,Express Air,5.97,Georgia,19.98,30144,-0.34484640313771153
Apple Valley,43.0,Mary O'Rourke,Home Office,0.07,1,2012-09-27,49441,Medium,49,0.76,Furniture,Medium Box,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Office Furnishings,100.8,Central,6927,1981.26,2012-09-28,Express Air,8.66,Minnesota,41.32,55124,0.05729181427104683
High Point,43.0,Liz Carlisle,Corporate,0.1,1,2012-09-27,25953,Critical,27,0.47,Office Supplies,Wrap Bag,Lumber Crayons,Pens & Art Supplies,-16.3,South,3632,258.54,2012-09-28,Regular Air,4.82,North Carolina,9.85,27260,-0.4232655871540476
